Item Number,Price,
'MD 031012-20','53.10'
'MI 0310-20','36.15'
'MD 03-AR','2.50'
'MD 03-AS','5.62'
'MD 03-UM','15.00'
'MD 031012','53.10'
'MD 031012-17','53.10'
'MD 03BLANK-D','63.15'
'MI 0310','36.15'
'MI 0310-17','36.15'
'MI 03BLANK-D','36.15'
'MS 124515','3.00'
'MS 144515','3.00'
